Brand,Product_Name,Retail_Price,Discounted_Price,Discount
Takumi,TK1058 With Magnetic Clip-On Lens,209.98,115.74,45% Off
Timberland,TB1585,191,97.35,49% Off
,,,,
Timberland,TB1589,175,92.25,47% Off
ECO,Desna,,209.25,
ECO,Flint,,209.25,
ECO,Kasai,,209.25,
Randy Jackson,RJ 1928,187,93.50,50% Off
Randy Jackson,RJ 3033,187,93.50,50% Off
Polo Kids,PP8529,114,79.80,30% Off
ED Ellen Degeneres,O-13,,185,
ED Ellen Degeneres,O-14,,185,
Stetson,Stetson 344,194.88,97.44,50% Off
Via Spiga,Odetta,209.88,104.94,50% Off
Saint Laurent,SL 170,,305,
Anna Sui,AS199,199.88,129.92,35% Off
Lulu Guinness,L200,299.03,179.42,40% Off
Lulu Guinness,L201,299.03,179.42,40% Off
Lulu Guinness,L203,299.03,179.42,40% Off
Lulu Guinness,L205,299.03,179.42,40% Off
Lulu Guinness,L206,299.03,179.42,40% Off
Hackett,HEK 1091,199.88,179.89,10% Off
Hackett,HEK 1159,199.88,179.89,10% Off
Lulu Guinness,L781,299.03,179.42,40% Off
Tura,R128,219.88,175.90,20% Off
Tura,R553,219.88,175.90,20% Off
Hackett,HEB 162-Bespoke,269.88,242.89,10% Off
,,,,
Original Penguin Jr.,The Saul Jr.,183,146.40,20% Off
Gant,GA4081,221,110.50,50% Off
Vera Bradley,Denise,,174.69,
Original Penguin,The Alex,218,174.31,20% Off
Original Penguin,The Elliot,218,174.31,20% Off
Original Penguin,The Saul,218,174.31,20% Off
Totally Rimless,Accolade 261,,174.69,
Modo,4512,,335,
Modo,4513,,335,
Modo,7009,,315,
Cremieux,GRADY,200,120,40% Off
Cremieux,NEW PRINCE,192.50,115.50,40% Off
Randy Jackson,RJ 3038,187,93.50,50% Off
Jones New York,J486,233,186.40,20% Off
Jones New York,J765,233,186.40,20% Off
Jones New York,J356,203,162.40,20% Off
Stetson,OFF ROAD 5062,187.38,93.69,50% Off
Stetson,OFF ROAD 5063,187.38,93.69,50% Off
Stetson,Stetson XL 29,194.88,97.44,50% Off
Via Spiga,Salvatora,209.88,104.94,50% Off
Via Spiga,Teodora,209.88,104.94,50% Off
Spy,Brody,,260,
Spy,Warren,,260,
Jill Stuart,JS 368,188.36,131.85,30% Off
,,,,
Jill Stuart,JS 367,188.36,131.85,30% Off
Jill Stuart,JS 366,188.36,131.85,30% Off
ED Ellen Degeneres,O-17,,169,
Jill Stuart,JS 365,188.36,131.85,30% Off
ED Ellen Degeneres,O-18,,169,
ED Ellen Degeneres,O-19,,169,
ED Ellen Degeneres,O-20,,169,
Nicole Miller,Carman,237.38,142.43,40% Off
Nicole Miller,Glenmore,237.38,142.43,40% Off
B.M.E.C. Big Mens,Big Air,209.97,104.99,50% Off
B.M.E.C. Big Mens,Big Swing,209.97,104.99,50% Off
B.M.E.C. Big Mens,Big Timber,209.97,104.99,50% Off
Lucky Brand Kids,D709-Children's,175,140,20% Off
EasyClip,EC399 Children's No Clip-On Lens,129.98,83.74,36% Off
EasyClip,EC430 Children's No Clip-On Lens,129.98,83.74,36% Off
EasyClip,EC431 Children's-No Clip-On Lens,162.48,83.74,48% Off
Ted Baker,B895,295.82,177.49,40% Off
Takumi,TK1068 With Magnetic Clip-On Lens,209.98,115.74,45% Off
Caterpillar,CTO-Tacker,139,118.15,15% Off
Polinelli Milano Readers,P301,,40,
Original Penguin Jr.,The Mungarutal Jr.,183,146.40,20% Off
Anna Sui,AS193,199.88,129.92,35% Off
Anna Sui,AS197,199.88,129.92,35% Off
Anna Sui,AS198,199.88,129.92,35% Off
,,,,
Tory Burch,TY2080,215,150.50,30% Off
Vera Bradley,Eva-Petite,,174.69,
Vera Bradley,Kari-Petite,,174.69,
Stetson,Stetson T-511,237.38,118.69,50% Off
Stetson,Stetson XL 30,194.88,97.44,50% Off
Via Spiga,Dulcina,209.88,104.94,50% Off
Via Spiga,Loretta,209.88,104.94,50% Off
Flexon,E1110,308,246.40,20% Off
Flexon,E1111,308,246.40,20% Off
Trina Turk,Adele,,195.50,
Esprit,ET 17562,175,105,40% Off
Line Art,XL 2117,415,249,40% Off
Ducks Unlimited,Gunny,156.29,93.77,40% Off
Cremieux,DOM,197.50,118.50,40% Off
Cremieux,WILLIAM,200,120,40% Off
Lulu Guinness,L914,299.03,179.42,40% Off
EasyClip,EC405 With Magnetic Clip-On Lens,209.98,115.74,45% Off
EasyClip,EC415 With Magnetic Clip-On Lens,209.98,115.74,45% Off
Ted Baker,B351,325.42,195.25,40% Off
Ted Baker,B352,325.42,195.25,40% Off
Tura,R556,219.88,175.90,20% Off
Tura,R557,182.38,145.90,20% Off
Polo,PH1179,,222,
XOXO,Silves,156.29,93.77,40% Off
,,,,
XOXO,Trieste,156.29,93.77,40% Off
Kenneth Cole,KC0800,200,100,50% Off
Timberland,TB1594,191,97.35,49% Off
Michael Kors,MK4054,,216,
Lafont,Brigitte,,639,
Modo,4222,,335,
B.M.E.C. Big Mens,Big Dude,209.97,104.99,50% Off
B.M.E.C. Big Mens,Big Rock,209.97,104.99,50% Off
Randy Jackson,RJ 1088,187,93.50,50% Off
Randy Jackson,RJ Limited Edition X134,200,100,50% Off
Stetson,OFF ROAD 5064,187.38,93.69,50% Off
Stetson,OFF ROAD 5065,187.38,93.69,50% Off
Stetson,Stetson 333,194.88,97.44,50% Off
Stetson,Stetson 345,194.88,97.44,50% Off
Stetson,Stetson 346,194.88,97.44,50% Off
Stetson,Stetson 347,194.88,97.44,50% Off
Stetson,Stetson XL 31,194.88,97.44,50% Off
Via Spiga,Agata,209.88,104.94,50% Off
Via Spiga,Casimira,209.88,104.94,50% Off
Easytwist N Clip,CT257 With Magnetic Clip-On Lens,217.98,130.79,40% Off
Spy,Dax,,260,
Puma,PU0130O,,136.62,
Pepe Jeans,PJ 3283,174.88,131.16,25% Off
Puma,PU0184O,,136.62,
,,,,
Nike,7242,257,179.90,30% Off
Nike,7243,257,179.90,30% Off
Original Penguin Jr.,The Elliot Jr.,183,146.40,20% Off
L.A.M.B.,LA047 - Lina,,214.88,
L.A.M.B.,LA043 - Kaeli,,207.38,
L.A.M.B.,LA040 - Royce,,214.88,
L.A.M.B.,LA039 - Foley,,234.88,
L.A.M.B.,LA035 - Coralie,,224.88,
L.A.M.B.,LA029 - Susa,,214.88,
L.A.M.B.,LA028 - LIU,,234.88,
L.A.M.B.,LA025 - Lark,,214.88,
L.A.M.B.,LA023 - LYNN,,214.88,
L.A.M.B.,LA022 - Mae,,234.88,
L.A.M.B.,LA016 - LARA,,214.88,
Takumi,TK1064 With Magnetic Clip-On Lens,209.98,115.74,45% Off
Takumi,TK1065 With Magnetic Clip-On Lens,209.98,115.74,45% Off
Takumi,TK1070 With Magnetic Clip-On Lens,209.98,115.74,45% Off
Takumi,TK1072 With Magnetic Clip-On Lens,209.98,115.74,45% Off
Takumi,TK1073 With Magnetic Clip-On Lens,209.98,115.74,45% Off
John Varvatos,V162,349,279.20,20% Off
Lulu Guinness,L209,299.03,179.42,40% Off
Lulu Guinness,L211,299.03,179.42,40% Off
Ted Baker,TB801,325.42,195.25,40% Off
Ted Baker,TB802,325.42,195.25,40% Off
,,,,
Flexon,Gloria,279,223.20,20% Off
O'Neill,Aidan,,139,
O'Neill,Coral,,139,
O'Neill,Gala,,139,
O'Neill,Luna,,139,
O'Neill,Odyssey,,139,
O'Neill,Sawyer,,139,
O'Neill,Toya,,139,
Tura,R560,219.88,175.90,20% Off
O'Neill,West,,139,
O'Neill,Zac,,139,
Coach,HC6120,,232,
Gant,GA3177,221,110.50,50% Off
Jill Stuart,JS 358,188.36,131.85,30% Off
Jill Stuart,JS 371,188.36,131.85,30% Off
Jill Stuart,JS 373,188.36,131.85,30% Off
Jill Stuart,JS 375,188.36,131.85,30% Off
Jill Stuart,JS 376,188.36,131.85,30% Off
Costa,Ocean Ridge 210,202,141.40,30% Off
Costa,Forest Reef 200,250,125,50% Off
Costa,Forest Reef 210,250,125,50% Off
Skechers Kids,SE1078,,132,
Lucky Brand,D214,189,151.20,20% Off
Puma,PE0027O,,95.22,
,,,,
EasyClip,EC436 With Magnetic Clip-On Lens,209.98,115.74,45% Off
EasyClip,EC447 With Magnetic Clip-On Lens,209.98,115.74,45% Off
EasyClip,EC449 With Magnetic Clip-On Lens,209.98,115.74,45% Off
EasyClip,EC453 With Magnetic Clip-On Lens,209.98,115.74,45% Off
EasyClip,EC455 With Magnetic Clip-On Lens,209.98,115.74,45% Off
EasyClip,EC456 With Magnetic Clip-On Lens,209.98,115.74,45% Off
EasyClip,EC458 With Magnetic Clip-On Lens,209.98,115.74,45% Off
EasyClip,EC464 With Magnetic Clip-On Lens,209.98,115.74,45% Off
EasyClip,EC482 With Magnetic Clip-On Lens,209.98,115.74,45% Off
EasyClip,EC483 With Magnetic Clip-On Lens,209.98,115.74,45% Off
EasyClip,EC414 With Magnetic Clip-On Lens,209.98,115.74,45% Off
Harley-Davidson,HD0774,200,120,40% Off
Armani Exchange,AX3050,132,92.40,30% Off
Armani Exchange,AX3050F - Alternate Fit,132,92.40,30% Off
Emporio Armani,EA3098,183,128.10,30% Off
Emporio Armani,EA3099,,172,
Ralph Lauren,RL6171,224,112,50% Off
Vogue,VO4088,,167,
Vogue,VO4094,,133,
Vogue,VO5224,146,73,50% Off
Modo,4226,,335,
Modo,4227,,335,
Modo,4415,,335,
Modo,4416,,335,
,,,,
Modo,4515,,335,
Modo,6527,,265,
Modo,6530,,265,
Modo,6531,,265,
Modo,6617,,315,
Modo,7010,,315,
Lafont Issy & La,Clic,,379,
Randy Jackson,RJ 3041,187,93.50,50% Off
Randy Jackson,RJ 3042,187,93.50,50% Off
Randy Jackson,RJ 3043,187,93.50,50% Off
Randy Jackson,RJ 3045,187,93.50,50% Off
Randy Jackson,RJ Limited Edition X136,199,99.50,50% Off
Pepe Jeans,PJ 1273,174.88,131.16,25% Off
Stetson,OFF ROAD 5066,187.38,93.69,50% Off
Stetson,OFF ROAD 5067,187.38,93.69,50% Off
Stetson,Stetson 341,194.88,97.44,50% Off
Stetson,Stetson 349,194.88,97.44,50% Off
Stetson,Stetson 350,194.88,97.44,50% Off
Stetson,Stetson XL 32,194.88,97.44,50% Off
Stetson,Stetson XL 33,194.88,97.44,50% Off
Via Spiga,Dorinda,209.88,104.94,50% Off
Via Spiga,Fiorella,209.88,104.94,50% Off
Via Spiga,Ginerva,209.88,104.94,50% Off
Via Spiga,Ida,209.88,104.94,50% Off
,,,,
Original Penguin,The Falken RX,218,174.31,20% Off
Ann Taylor,AT102,224.88,134.93,40% Off
Aristar,AR 16384,100,78,22% Off
Esprit,ET 17561,175,105,40% Off
Esprit,ET 17569,175,105,40% Off
Cremieux,DICKSON,197.50,118.50,40% Off
Cremieux,SOHO,230,138,40% Off
L.A.M.B.,LA048 - LES,,214.88,
Lulu Guinness,L786,271.83,163.10,40% Off
Lulu Guinness,L917,299.03,179.42,40% Off
Ted Baker,B245,325.42,195.25,40% Off
Ted Baker,B246,295.82,177.49,40% Off
Ted Baker,B355,295.82,177.49,40% Off
Ted Baker,B357,480.82,288.49,40% Off
Ted Baker,B957,210.72,126.43,40% Off
Takumi,TK1079 With Magnetic Clip-On Lens,209.98,115.74,45% Off
Takumi,TK1080 With Magnetic Clip-On Lens,209.98,115.74,45% Off
Argyleculture,Adderley,,156.29,
Gant,GA3165,194,97,50% Off
Gant,GA4083,194,97,50% Off
Skechers Kids,SE1631,,137,
GX by Gwen Stefani,GX047 ESSIE,,169.88,
GX by Gwen Stefani,GX046 LESSA,,169.88,
GX by Gwen Stefani,GX044 KAIRI,,169.88,
,,,,
GX by Gwen Stefani,GX043 ERYN,,169.88,
GX by Gwen Stefani,GX042 PIET,,169.88,
GX by Gwen Stefani,GX041 LILIAS,,169.88,
GX by Gwen Stefani,GX040 DIARA,,169.88,
GX by Gwen Stefani,GX039 DANYA,,169.88,
GX by Gwen Stefani,GX038 ADALYN,,169.88,
GX by Gwen Stefani,GX037 IONE,,169.88,
GX by Gwen Stefani,GX035 BRIN,,169.88,
GX by Gwen Stefani,GX032 ELENI,,169.88,
GX by Gwen Stefani,GX031 ELAM,,135.90,
GX by Gwen Stefani,GX027 MAKIS,,169.88,
GX by Gwen Stefani,GX024 TAVI,,169.88,
GX by Gwen Stefani,GX020 BIX,,135.90,
GX by Gwen Stefani,GX019 ARLY,,169.88,
GX by Gwen Stefani,GX005 SUVI,,169.88,
GX by Gwen Stefani,GX002 ELISA,,169.88,
Ducks Unlimited,Alder,167.79,100.67,40% Off
GX by Gwen Stefani Kids,GX908,,125.90,
GX by Gwen Stefani Kids,GX906,,113.90,
GX by Gwen Stefani Kids,GX905,,142.38,
GX by Gwen Stefani Kids,GX900,,125.90,
GX by Gwen Stefani Kids,GX811,,113.90,
GX by Gwen Stefani Kids,GX808,,113.90,
GX by Gwen Stefani Kids,GX807,,113.90,
,,,,
GX by Gwen Stefani Kids,GX806,,113.90,
GX by Gwen Stefani Kids,GX804,,113.90,
GX by Gwen Stefani Kids,GX803,,113.90,
GX by Gwen Stefani Kids,GX800,,125.90,
Vera Bradley,Andie,,179.29,
Vera Bradley,Cleo,,183.89,
Vera Bradley,Tricia,,183.89,
Jones New York,J147-Petite,189,151.20,20% Off
Jones New York,J768,189,151.20,20% Off
Jones New York,J357,189,151.20,20% Off
Kenneth Cole,KC0803,200,100,50% Off
Lucky Brand,D408,203,162.40,20% Off
Lucky Brand Kids,D711-Children's,147.50,118,20% Off
Lucky Brand Kids,D713-Children's,162.50,130,20% Off
Lucky Brand Kids,D714-Children's,162.50,130,20% Off
Lucky Brand Kids,D716-Children's,147.50,118,20% Off
Lucky Brand Kids,D809-Children's,196,156.80,20% Off
Lucky Brand Kids,D811-Children's,162.50,130,20% Off
Lucky Brand Kids,D812-Children's,162.50,130,20% Off
ECO,Yamuna,,209.25,
EasyClip,EC179 With Magnetic Clip-On Lens,209.98,115.74,45% Off
Lafont,Camus,,445,
Lafont Kids,ABC,,319,
Lafont Kids,Cirque,,319,
,,,,
Randy Jackson,RJ 1085,187,93.50,50% Off
Randy Jackson,RJ 1929,187,93.50,50% Off
Stetson,Stetson 348,194.88,97.44,50% Off
Stetson,Stetson Zylo-Flex 720,217.38,108.69,50% Off
Stetson,Stetson Zylo-Flex 721,217.38,108.69,50% Off
Via Spiga,Luisa,209.88,104.94,50% Off
Via Spiga,Mafalda,209.88,104.94,50% Off
Via Spiga,Nella,209.88,104.94,50% Off
Ann Taylor,ATP709,224.88,134.93,40% Off
Cremieux,ARLES,207.50,124.50,40% Off
L.A.M.B.,LA051 - Phoebe,,214.88,
Ted Baker,B247,295.82,177.49,40% Off
Ted Baker,B959,203.32,121.99,40% Off
Ted Baker,B961,203.32,121.99,40% Off
Ted Baker,B962,203.32,121.99,40% Off
Ted Baker,B963,210.72,126.43,40% Off
Tura,R130,239.88,191.90,20% Off
Kensie,Craft,180,144,20% Off
Lilly Pulitzer,Castilla,238,190.40,20% Off
Lilly Pulitzer,Lantana,238,190.40,20% Off
Original Penguin,The Burks,218,174.31,20% Off
Original Penguin,The Speaker,218,174.31,20% Off
Takumi,TK1077 With Magnetic Clip-On Lens,209.98,115.74,45% Off
Takumi,TK1078 With Magnetic Clip-On Lens,199.98,111.74,44% Off
,,,,
Takumi,TK1084 With Magnetic Clip-On Lens,209.98,115.74,45% Off
Hackett,HEB 182-Bespoke,269.88,242.89,10% Off
Hackett,HEB 223-Bespoke,269.88,242.89,10% Off
Hackett,HEK 1203,199.88,179.89,10% Off
Hackett,HEK 1205,199.88,179.89,10% Off
Jones New York,J487,189,151.20,20% Off
Jill Stuart,JS 370,188.36,131.85,30% Off
Jill Stuart,JS 377,188.36,131.85,30% Off
Jill Stuart,JS 378,188.36,131.85,30% Off
Jill Stuart,JS 381,188.36,131.85,30% Off
Jill Stuart,JS 382,188.36,131.85,30% Off
Puma,PJ0020O - Kids,,95.22,
Argyleculture,Kessel,,156.29,
Ducks Unlimited,Burke,167.79,100.67,40% Off
Vera Bradley,Lonna,,183.89,
Vera Bradley,Tamlyn,,179.29,
Vera Bradley Kids,Brenna,,126.39,
Vera Bradley Kids,Joni,,126.39,
Vera Bradley Kids,Katie,,126.39,
Vera Bradley Kids,Merit,,126.39,
Vera Bradley Kids,Naomi,,126.39,
Vera Bradley Kids,Whitley,,126.39,
Anna Sui,AS575,199.88,129.92,35% Off
Anna Sui,AS595,199.88,129.92,35% Off
,,,,
Flexon,Einstein 600,240,192,20% Off
Flexon,E1035,308,246.40,20% Off
Dragon,DR181 Kevin,229.50,183.60,20% Off
Cazal,6020,,612.50,
Armani Exchange,AX3053,132,92.40,30% Off
Brooks Brothers,BB 1046,,172,
Emporio Armani,EA1079,210,147,30% Off
Emporio Armani,EA3135F - Alternate Fit,210,147,30% Off
Michael Kors,MK3024,156,78,50% Off
Michael Kors,MK4058,,161,
Sferoflex,SF1574,104,52,50% Off
Sferoflex,SF9001,,179,
Sferoflex,SF9002,,190,
Tory Burch,TY2084,,228,
Vogue,VO5240B,149.95,74.98,50% Off
ECO,Volga 2.0,,209.25,
Elle,EL 13453,182,109.20,40% Off
Elle,EL 13455,182,109.20,40% Off
EasyClip,EC468 With Magnetic Clip-On Lens,209.98,115.74,45% Off
EasyClip,EC470 With Magnetic Clip-On Lens,209.98,115.74,45% Off
EasyClip,EC486 With Magnetic Clip-On Lens,129.98,83.74,36% Off
EasyClip,EC489-No Clip-On Lens,129.98,83.74,36% Off
EasyClip,EC492 No Clip-On Lens,129.98,83.74,36% Off
Modo,4418,,335,
,,,,
Modo,7014,,315,
Randy Jackson,RJ 1091,187,93.50,50% Off
Randy Jackson,RJ 3044,187,93.50,50% Off
Stetson,OFF ROAD 5068,187.38,93.69,50% Off
Stetson,Stetson 352,194.88,97.44,50% Off
Stetson,Stetson 353,194.88,97.44,50% Off
Via Spiga,Ondina,209.88,104.94,50% Off
Via Spiga,Pietra,209.88,104.94,50% Off
Cremieux,CHUKKA,217.50,130.50,40% Off
L.A.M.B.,LA054 - Harley,,214.88,
Lulu Guinness,L302,271.83,163.10,40% Off
Tura,R566,182.38,145.90,20% Off
Easytwist,ET990 No Clip-On Lens,199.98,111.74,44% Off
Easytwist Kids,ET 991 Kids No Clip-On Lens,129.98,77.99,40% Off
Easytwist N Clip,CT261 With Magnetic Clip-On Lens,217.98,130.79,40% Off
Original Penguin,The Dooley,218,174.31,20% Off
B.M.E.C. Big Mens,Big Bonus,209.97,104.99,50% Off
B.M.E.C. Big Mens,Big Issue,209.97,104.99,50% Off
B.M.E.C. Big Mens,Big Push,209.97,104.99,50% Off
B.M.E.C. Big Mens,Big Raise,209.97,104.99,50% Off
Fatheadz Dea,Prato,189.69,113.81,40% Off
Fatheadz Dea,Asti,110,66,40% Off
Coach,HC6125,,232,
Fatheadz Dea,Forli,189.69,113.81,40% Off
,,,,
Fatheadz Dea,Beth,189.69,113.81,40% Off
Fatheadz Dea,Angela,110,66,40% Off
Fatheadz Dea,Turin,110,66,40% Off
Fatheadz Dea,Anzio,189.69,113.81,40% Off
Fatheadz Dea,Bolzano,189.69,113.81,40% Off
Fatheadz Dea,Messina,189.69,113.81,40% Off
Fatheadz Dea,Trieste,189.69,113.81,40% Off
Fatheadz Dea,Verona,189.69,113.81,40% Off
Fatheadz Dea,Savona,189.69,113.81,40% Off
Fatheadz Dea,Chieti,189.69,113.81,40% Off
Skechers Kids,SE1158,,140,
GX by Gwen Stefani,GX049 RAINE,,169.88,
GX by Gwen Stefani,GX048 Tasha,,169.88,
Takumi,TK1069 Kids,129.98,83.74,36% Off
Takumi,TK1088 With Magnetic Clip-On Lens,209.98,115.74,45% Off
Takumi,TK1089 With Magnetic Clip-On Lens,209.98,115.74,45% Off
Takumi,TK1090 With Magnetic Clip-On Lens,209.98,115.74,45% Off
Takumi,TK1091 With Magnetic Clip-On Lens,209.98,115.74,45% Off
Takumi,TK1095-With Magnetic Clip-On Lens,209.98,115.74,45% Off
Takumi,TK1096 With Magnetic Clip-On Lens,209.98,115.74,45% Off
Takumi,TK1097 With Magnetic Clip-On Lens,209.98,115.74,45% Off
Takumi,TK1101 With Magnetic Clip-On Lens,209.98,115.74,45% Off
